Data;D1;D2;D3;D4;D5;D6;Arrecadacao_Total;Sena;Rateio_Sena;Quina;Rateio_Quina;Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado
04/04/2012;2;5;12;13;25;35;27285304.00;1;5600981.17;175;9128.17;12352;184.75;NÃƒO;0
07/04/2012;2;5;17;18;54;59;19957006.00;0;0;74;15789.08;5614;297.31;SIM;2152301.02
11/04/2012;5;12;36;45;50;58;26028118.00;0;0;61;24980.79;5455;399.06;SIM;13848344.05
14/04/2012;3;14;52;55;57;60;40011288.00;0;0;100;23424.79;6994;478.46;SIM;18163437.01
18/04/2012;11;27;30;40;44;57;43151892.00;1;22817234.34;109;23177.49;7087;509.25;NÃƒO;0
20/04/2012;5;13;16;17;27;55;16820638.00;0;0;70;14068.17;6131;229.45;SIM;1814053.48
25/04/2012;7;9;23;44;46;55;25465080.00;0;0;106;14064.76;6224;342.19;SIM;4560383.15
28/04/2012;2;18;30;31;45;56;32449994.00;2;4030007.03;56;33924.99;5010;541.71;NÃƒO;0
02/05/2012;27;35;36;37;42;59;25027030.00;1;13402970.05;52;28177.29;4170;501.95;NÃƒO;0
05/05/2012;12;28;38;39;51;56;25071540.00;0;0;27;54363.88;3462;605.68;SIM;2703887.60
09/05/2012;18;27;32;43;50;52;27838600.00;0;0;47;34677.09;3492;666.75;SIM;5706194.01
12/05/2012;22;29;31;43;50;54;35078914.00;0;0;48;42785.64;4047;724.95;SIM;9489345.77
16/05/2012;1;16;28;39;44;57;37083342.00;1;13488668.85;146;14870.28;7397;419.29;NÃƒO;0
19/05/2012;4;19;27;28;29;31;33991512.00;2;6920519.93;149;13356.03;7924;358.77;NÃƒO;0
23/05/2012;7;12;19;34;40;53;21495362.00;0;0;74;17006.16;5293;339.65;SIM;2318207.92
26/05/2012;2;8;12;28;33;43;27785084.00;0;0;116;14023.20;8651;268.62;SIM;5314742.80
30/05/2012;4;18;24;28;39;44;26194122.00;1;8139697.37;86;17831.94;5717;383.2;NÃƒO;0
02/06/2012;11;16;24;35;46;50;24729388.00;0;0;32;45243.54;4092;505.44;SIM;11764027.65
06/06/2012;5;11;17;19;44;48;36700846.00;0;0;245;8770.07;13657;224.75;SIM;15722099.73
09/06/2012;29;48;52;54;55;58;38947900.00;0;0;44;51823.24;4577;711.7;SIM;19922509.60
13/06/2012;3;4;7;15;27;56;48213450.00;0;0;249;11336.06;18115;222.59;SIM;25122180.21
16/06/2012;14;32;33;40;42;51;56080918.00;0;0;75;43777.11;7149;656.09;SIM;31170332.79
20/06/2012;34;39;43;56;57;60;65858258.00;2;19136470.53;648;5950.16;9834;560.11;NÃƒO;0
23/06/2012;9;26;34;43;53;54;37429448.00;0;0;72;30435.06;6208;504.26;SIM;20699395.11
27/06/2012;11;12;25;33;48;54;41339942.00;1;25157779.26;233;10387.41;11965;288.96;NÃƒO;0
30/06/2012;2;9;10;21;27;38;26330100.00;0;0;101;15262.45;7929;277.73;SIM;2839619.38
04/07/2012;13;16;20;26;39;42;30848352.00;0;0;95;19010.85;6176;417.75;SIM;6166518.19
07/07/2012;7;8;27;31;32;51;38186236.00;0;0;88;25404.89;7470;427.54;SIM;22089242.39
11/07/2012;3;14;17;32;37;39;51310412.00;1;27622910.73;315;9536.48;15516;276.58;NÃƒO;0
14/07/2012;7;10;17;24;38;57;29317880.00;0;0;134;12809.17;9133;268.48;SIM;3161842.16
18/07/2012;18;29;31;42;43;53;31321024.00;0;0;53;34598.18;3583;731.11;SIM;6539717.17
21/07/2012;4;19;20;24;39;43;39008398.00;0;0;118;19353.93;8075;404.02;SIM;10746651.56
25/07/2012;6;19;26;47;50;58;41611002.00;0;0;96;25376.40;6846;508.35;SIM;28288400.52
28/07/2012;18;29;40;42;50;54;57836634.00;0;0;70;48372.46;6917;699.32;SIM;34525901.60
01/08/2012;8;12;32;44;46;48;78679980.00;2;21505646.36;360;12795.43;21016;313.11;NÃƒO;0
04/08/2012;6;8;24;37;41;45;30492424.00;1;3288513.09;103;17331.97;6893;369.98;NÃƒO;0
07/08/2012;13;15;33;45;54;55;15152076.00;0;0;70;12672.64;3887;326.02;SIM;1634104.26
09/08/2012;21;37;44;46;49;57;25733096.00;0;0;36;41848.78;3349;642.64;SIM;18502377.63
11/08/2012;26;36;40;46;49;51;40685478.00;0;0;39;61075.63;3766;903.55;SIM;22890179.88
15/08/2012;3;19;22;24;35;49;50942620.00;2;14192091.49;206;14477.96;14457;294.71;NÃƒO;0
18/08/2012;5;12;45;52;56;59;28704854.00;4;773932.30;83;20247.46;6383;376.11;NÃƒO;0
22/08/2012;7;8;10;12;27;56;24524004.00;0;0;188;7637.07;11107;184.66;SIM;2644837.54
25/08/2012;17;21;30;48;52;58;30791774.00;0;0;56;32191.40;3828;672.75;SIM;17872769.48
29/08/2012;2;11;16;18;36;45;41256602.00;0;0;129;18723.93;9189;375.5;SIM;22322165.67
01/09/2012;19;31;39;44;53;59;49871110.00;1;27700609.77;142;20561.45;8046;518.39;NÃƒO;0
05/09/2012;2;5;13;17;39;44;24685402.00;1;2662243.82;250;5780.87;12007;171.94;NÃƒO;0
08/09/2012;3;8;21;25;27;43;20301558.00;3;729819.96;187;6355.96;8340;203.59;NÃƒO;0
12/09/2012;3;7;15;29;38;60;23333070.00;0;0;83;16458.38;6625;294.56;SIM;13325277.46
15/09/2012;7;16;29;36;38;50;39029976.00;1;17534538.97;82;27866.19;6460;505.31;NÃƒO;0
19/09/2012;6;15;18;24;30;44;22530210.00;0;0;67;19687.18;5957;316.32;SIM;2429813.06
22/09/2012;8;39;44;47;53;56;29080638.00;0;0;73;23322.46;4824;504.18;SIM;5566069.41
26/09/2012;7;15;19;34;37;55;30227772.00;1;8826040.59;204;8674.99;9777;258.58;NÃƒO;0
29/09/2012;9;12;22;39;48;60;25455478.00;0;0;59;25259.36;4805;443.08;SIM;12664526.03
03/10/2012;2;19;22;30;46;52;39097864.00;0;0;87;26310.37;6685;489.15;SIM;16881109.04
06/10/2012;5;9;13;33;40;54;49552308.00;0;0;278;10435.48;17721;233.86;SIM;22225171.32
10/10/2012;16;24;25;42;45;59;52510170.00;0;0;124;24792.19;10268;427.71;SIM;27888229.83
13/10/2012;4;13;14;40;46;52;55794726.00;1;33905517.49;124;26342.96;9358;498.66;NÃƒO;0
17/10/2012;3;18;22;34;55;58;25079638.00;2;1352380.47;116;12657.75;6335;331.1;NÃƒO;0
20/10/2012;4;15;45;47;50;52;41564024.00;0;0;93;26165.43;6915;502.71;SIM;19534166.50
24/10/2012;1;13;23;24;30;57;46027556.00;0;0;127;21218.15;9275;415.04;SIM;24498095.24
27/10/2012;22;23;26;37;38;48;60881314.00;0;0;107;33311.44;8856;574.96;SIM;31063955.59
31/10/2012;7;14;31;33;36;49;68771562.00;2;19240377.33;712;5654.86;19524;294.6;NÃƒO;0
03/11/2012;2;34;35;42;43;55;24893922.00;0;0;45;32387.25;3961;525.63;SIM;19099165.19
07/11/2012;2;6;28;36;51;56;49203458.00;1;24405605.10;148;19463.78;11068;371.81;NÃƒO;0
10/11/2012;17;29;36;38;53;56;29497406.00;0;0;66;26165.75;5471;450.93;SIM;3181203.48
14/11/2012;12;13;20;30;34;49;34432308.00;0;0;80;25198.19;6274;459;SIM;6894620.79
17/11/2012;12;20;32;48;52;54;35945462.00;0;0;72;29228.38;5984;502.39;SIM;10771227.06
21/11/2012;2;5;27;28;48;55;38922186.00;0;0;175;13021.24;11165;291.56;SIM;27713340.32
24/11/2012;5;19;32;41;49;58;57211388.00;1;33883410.57;133;25183.96;10497;455.83;NÃƒO;0
28/11/2012;6;13;24;32;40;51;24470254.00;1;2639040.77;87;16466.92;5521;370.69;NÃƒO;0
01/12/2012;1;19;28;33;39;41;27911454.00;0;0;51;32040.96;4339;538;SIM;3010163.50
05/12/2012;1;25;29;36;56;60;31044854.00;0;0;83;21898.01;6212;417.97;SIM;6358254.43
08/12/2012;2;6;18;30;52;56;36690336.00;0;0;116;18517.69;8481;361.82;SIM;22336184.15
12/12/2012;26;27;31;38;44;45;46428132.00;0;0;88;30888.14;7146;543.39;SIM;27343313.77
15/12/2012;2;10;11;33;52;57;53760158.00;0;0;164;19191.54;12868;349.41;SIM;33141179.59
18/12/2012;2;14;28;50;57;58;37411840.00;0;0;60;36504.89;5878;532.32;SIM;37175930.17
20/12/2012;6;13;25;32;47;57;51704394.00;0;0;282;10734.25;14237;303.74;SIM;42752088.24
22/12/2012;4;27;29;41;48;52;58744064.00;0;0;144;23883.32;11007;446.36;SIM;122411671.25
31/12/2012;14;32;33;36;41;52;640548924.00;3;81594699.72;1368;27413.18;113258;473.01;NÃƒO;0
02/01/2013;6;8;14;26;36;40;12180490.00;0;0;24;29713.02;2685;379.41;SIM;1313627.95
05/01/2013;15;16;34;42;46;59;30743352.00;0;0;96;18748.79;6867;374.43;SIM;4629202.83
09/01/2013;2;4;16;33;44;51;35151968.00;0;0;134;15358.12;9515;308.98;SIM;8420233.24
12/01/2013;2;6;30;34;35;52;44748336.00;1;13246202.09;147;17821.85;11563;323.66;NÃƒO;0
16/01/2013;4;14;27;38;50;52;36815066.00;0;0;103;20925.78;7074;435.26;SIM;12296574.51
19/01/2013;31;36;44;47;49;54;45787974.00;0;0;99;27077.55;6683;573.02;SIM;17234665.08
23/01/2013;5;9;25;27;38;40;48551594.00;1;22470803.48;392;7251.21;12264;331.1;NÃƒO;0
26/01/2013;13;22;28;29;40;48;27723126.00;0;0;46;35283.98;4520;512.97;SIM;2989852.91
30/01/2013;2;24;32;50;54;59;30500016.00;0;0;76;23495.23;5570;457.97;SIM;19117004.46
02/02/2013;6;11;16;26;44;53;46555048.00;0;0;117;23295.61;7939;490.45;SIM;24137821.57
06/02/2013;4;6;13;34;37;51;53181258.00;1;29873254.83;213;14617.47;15287;290.95;NÃƒO;0
09/02/2013;23;24;26;41;52;53;28717388.00;1;3097080.96;75;22416.97;3925;611.92;NÃƒO;0
13/02/2013;1;2;10;19;20;37;14302608.00;1;1542491.77;179;4677.95;6493;184.23;NÃƒO;0
16/02/2013;4;13;35;54;56;58;27317922.00;0;0;105;15231.81;6920;330.16;SIM;14475394.97
20/02/2013;2;34;36;38;51;55;40807202.00;2;9438162.39;172;13889.98;9203;370.85;NÃƒO;0
23/02/2013;10;25;33;36;40;58;27924488.00;0;0;92;17770.13;5159;452.7;SIM;3011569.17
27/02/2013;12;18;23;25;45;50;30118576.00;0;0;130;13563.89;7002;359.75;SIM;6259763.90
02/03/2013;2;12;33;57;58;60;38088322.00;0;0;121;18428.91;8300;383.8;SIM;10367470.95
06/03/2013;1;2;3;11;28;43;40567716.00;1;14742572.93;158;15031.99;11838;286.61;NÃƒO;0
09/03/2013;12;13;37;44;48;51;38445112.00;1;16179244.60;111;20277.36;9065;354.7;NÃƒO;0
13/03/2013;4;10;26;37;47;57;25578566.00;0;0;58;25819.12;4681;457.01;SIM;2758568.78
16/03/2013;3;4;46;50;56;59;33215034.00;0;0;58;33527.40;4036;688.3;SIM;6340706.88
20/03/2013;10;27;37;40;47;55;34163442.00;0;0;56;35716.33;4924;580.28;SIM;10025127.83
23/03/2013;21;48;50;54;57;60;40879372.00;0;0;59;40564.43;5006;682.98;SIM;26112714.84
27/03/2013;9;14;21;26;36;52;51049112.00;1;31618202.79;151;19792.67;11395;374.68;NÃƒO;0
30/03/2013;17;27;28;40;44;55;22104474.00;0;0;46;28132.97;3154;586.15;SIM;2383898.76
03/04/2013;6;9;11;34;41;53;28043090.00;0;0;79;20782.22;5433;431.69;SIM;5408258.78
06/04/2013;1;35;39;53;55;56;35080218.00;0;0;53;38750.70;4817;609.08;SIM;9191551.17
10/04/2013;17;20;24;29;49;53;37284786.00;0;0;85;25680.65;7114;438.34;SIM;24978254.24
13/04/2013;4;27;30;36;54;59;52780898.00;0;0;212;14575.86;12408;355.77;SIM;30670509.92
17/04/2013;1;6;10;34;40;54;59964778.00;1;37137524.71;174;20176.24;12128;413.52;NÃƒO;0
20/04/2013;4;9;17;23;28;53;27266336.00;0;0;198;8062.23;9593;237.72;SIM;2940589.52
24/04/2013;4;22;25;38;45;51;29223638.00;1;6092267.98;144;11881.33;7105;344;NÃƒO;0
27/04/2013;1;15;24;26;28;48;26586222.00;1;2867241.35;86;18098.87;5462;407.09;NÃƒO;0
02/05/2013;1;3;31;32;43;52;33584654.00;0;0;73;26934.64;4902;573.01;SIM;16896662.04
04/05/2013;6;26;45;50;56;60;39743064.00;0;0;74;31442.92;5450;609.9;SIM;21182827.87
08/05/2013;4;9;18;44;46;48;48938634.00;1;26460707.33;232;12349.72;12719;321.8;NÃƒO;0
11/05/2013;7;12;24;27;30;49;27293590.00;2;1471764.39;137;11663.62;9075;251.54;NÃƒO;0
15/05/2013;2;14;24;28;35;50;23860410.00;0;0;68;20542.92;5746;347.3;SIM;14329345.31
18/05/2013;4;13;14;44;49;57;40412652.00;0;0;140;16899.84;9828;343.91;SIM;18687724.13
22/05/2013;14;18;28;41;47;54;46072184.00;0;0;106;25446.39;8337;462.19;SIM;23656465.87
25/05/2013;4;5;7;27;45;58;50296330.00;0;0;252;11685.01;17540;239.82;SIM;29080768.61
29/05/2013;6;11;27;40;46;49;59252370.00;0;0;237;14636.95;14820;334.38;SIM;35470952.42
01/06/2013;8;22;26;33;37;54;70151904.00;1;43036617.07;295;13922.29;18276;321.03;NÃƒO;0
05/06/2013;10;18;31;43;57;59;42334170.00;1;22610179.37;81;30598.43;7055;501.86;NÃƒO;0
08/06/2013;1;7;13;29;37;54;29159100.00;1;3144718.24;238;7172.83;11210;217.55;NÃƒO;0
12/06/2013;6;22;43;51;52;57;25980254.00;0;0;48;31688.04;3580;606.95;SIM;2801889.58
15/06/2013;3;4;16;22;36;42;31145306.00;0;0;111;16427.17;8448;308.34;SIM;6160813.94
19/06/2013;2;10;12;30;41;42;31656794.00;0;0;74;25045.42;5957;444.46;SIM;20439900.82
22/06/2013;1;2;6;9;16;32;41112500.00;0;0;263;9151.90;15199;226.23;SIM;24873756.07
26/06/2013;3;14;18;34;42;49;42530682.00;0;0;182;13681.20;10892;326.58;SIM;29460557.82
29/06/2013;24;46;50;51;52;56;54475754.00;0;0;93;34293.63;7021;648.93;SIM;35335598.46
03/07/2013;17;18;30;35;39;58;64928654.00;2;21168975.92;115;33054.59;10276;528.45;NÃƒO;0
06/07/2013;1;6;27;46;51;59;27417412.00;0;0;71;22607.95;5633;407.08;SIM;18579983.72
10/07/2013;1;8;17;44;46;53;40363448.00;1;22933056.04;95;24874.70;9101;370.93;NÃƒO;0
13/07/2013;4;8;17;29;31;45;28011126.00;0;0;138;11883.51;7658;305.92;SIM;3020912.81
17/07/2013;11;28;35;42;46;58;30521036.00;0;0;94;19009.23;5874;434.57;SIM;6312511.60
20/07/2013;17;28;31;56;57;58;35776730.00;0;0;44;47603.75;4837;618.61;SIM;10170920.65
24/07/2013;16;17;23;42;59;60;36074146.00;1;14061405.08;66;31999.66;6219;485.14;NÃƒO;0
27/07/2013;4;13;14;18;49;59;33619702.00;1;15200594.63;111;17732.26;8567;328.21;NÃƒO;0
31/07/2013;4;18;20;34;45;60;23933796.00;1;2581185.45;56;25021.69;3946;507.28;NÃƒO;0
03/08/2013;7;17;38;45;52;56;26348906.00;0;0;60;25710.14;5366;410.68;SIM;2841647.55
06/08/2013;8;9;28;41;48;55;17340232.00;0;0;28;36256.85;2892;501.47;SIM;4711737.63
08/08/2013;5;6;15;23;56;59;26494284.00;0;0;72;21543.33;5886;376.46;SIM;16228282.25
10/08/2013;7;31;35;36;46;48;39252254.00;0;0;43;53442.81;5886;557.74;SIM;20461515.75
14/08/2013;11;14;18;30;33;39;44992102.00;1;25313774.00;134;19657.33;9266;406.1;NÃƒO;0
17/08/2013;5;8;23;32;33;56;26124950.00;0;0;93;16446.20;6765;322.98;SIM;2817494.59
21/08/2013;22;25;31;39;41;44;29014322.00;0;0;61;27846.83;4254;570.44;SIM;5946598.97
24/08/2013;2;12;40;46;52;53;34940408.00;0;0;53;38596.27;4637;630.21;SIM;21532147.87
28/08/2013;2;26;30;35;46;54;42186772.00;0;0;67;36863.34;6260;563.63;SIM;26081860.01
31/08/2013;10;16;28;47;51;59;52522740.00;1;31746274.15;149;20637.37;10735;409.2;NÃƒO;0
04/09/2013;16;32;36;42;44;48;23361580.00;0;0;92;14866.46;5439;359.23;SIM;2519473.73
06/09/2013;4;13;15;19;36;58;21722580.00;0;0;101;12591.67;7347;247.28;SIM;4862186.40
11/09/2013;11;15;17;34;35;49;30435704.00;1;8144582.40;75;23758.30;6622;384.4;NÃƒO;0
14/09/2013;10;16;28;33;48;53;37650804.00;2;7800140.92;138;15973.07;9644;326.52;NÃƒO;0
18/09/2013;12;13;24;41;42;44;23570024.00;0;0;108;12777.02;5944;331.64;SIM;2541953.77
21/09/2013;2;11;23;31;42;44;30240050.00;3;1934416.36;91;19455.14;5676;445.58;NÃƒO;0
25/09/2013;13;21;29;34;47;57;22933224.00;0;0;89;15085.80;5659;338.93;SIM;2473276.87
28/09/2013;1;12;28;29;34;48;30240480.00;1;5734618.57;89;19892.61;6196;408.19;NÃƒO;0
02/10/2013;8;9;25;41;54;55;33122518.00;0;0;63;30780.52;6058;457.28;SIM;13376862.66
05/10/2013;13;18;29;32;50;58;41562606.00;0;0;89;27340.47;7408;469.24;SIM;17859260.43
09/10/2013;6;10;33;50;51;56;49821730.00;1;23232379.04;209;13956.16;11870;351.04;NÃƒO;0
11/10/2013;23;27;35;52;53;57;20060470.00;1;2163459.28;132;8897.35;5238;320.31;NÃƒO;0
16/10/2013;8;10;20;26;49;58;24673116.00;0;0;53;27254.69;4366;472.64;SIM;14133639.10
19/10/2013;3;17;27;32;47;54;42597696.00;0;0;299;8340.81;14429;246.91;SIM;18727668.11
23/10/2013;5;24;37;44;49;58;46061530.00;0;0;205;13154.60;12026;320.34;SIM;23695260.85
26/10/2013;7;11;12;30;39;57;54891958.00;0;0;154;20868.02;11783;389.62;SIM;29615187.77
30/10/2013;7;15;20;23;30;41;66433014.00;0;0;182;21370.06;13138;422.91;SIM;36779781.70
01/11/2013;2;21;30;35;45;50;69125452.00;0;0;152;26624.88;10385;556.7;SIM;63155442.89
06/11/2013;4;6;11;24;45;48;160817482.00;1;80499108.16;680;13845.79;45410;296.19;NÃƒO;0
09/11/2013;4;17;38;44;53;60;29649502.00;0;0;100;17358.44;6673;371.61;SIM;3197606.56
13/11/2013;2;9;10;18;21;28;34028022.00;1;6867422.89;227;8776.15;11559;246.21;NÃƒO;0
16/11/2013;19;41;42;44;47;54;23856610.00;0;0;45;31037.69;3429;581.88;SIM;2572861.18
20/11/2013;10;12;16;20;32;53;29671098.00;1;5772796.80;66;26319.82;6564;378.05;NÃƒO;0
23/11/2013;9;13;21;27;36;56;44393694.00;1;23634735.21;229;11349.56;14109;263.16;NÃƒO;0
27/11/2013;2;15;19;21;23;38;26151116.00;1;2820316.51;131;11687.25;7631;286.61;NÃƒO;0
30/11/2013;7;18;24;26;39;46;28534554.00;0;0;122;13693.19;7839;304.44;SIM;3077362.89
04/12/2013;20;21;22;29;46;60;32051102.00;0;0;48;39092.63;3788;707.66;SIM;6533974.54
07/12/2013;30;32;49;50;52;53;38711366.00;0;0;60;37772.91;4098;790.06;SIM;22222363.27
11/12/2013;2;5;23;33;52;59;47898192.00;0;0;167;16791.74;13033;307.37;SIM;27388034.29
14/12/2013;1;4;7;10;11;52;57443904.00;0;0;549;6125.83;26705;179.9;SIM;33583180.67
17/12/2013;4;16;18;31;45;46;43305632.00;0;0;123;20612.58;8744;414.21;SIM;38253558.38
19/12/2013;7;15;17;31;42;54;59235314.00;0;0;186;18644.94;11538;429.38;SIM;44641902.75
21/12/2013;8;12;16;29;37;58;63511922.00;1;51491466.00;317;11729.76;16431;323.28;NÃƒO;0
31/12/2013;20;30;36;38;47;53;758218978.00;4;56169465.02;1147;38701.20;90376;701.67;NÃƒO;0
02/01/2014;23;26;28;54;55;60;8852704.00;0;0;20;25914.28;1669;443.62;SIM;954736.58
04/01/2014;10;12;23;37;47;51;22178488.00;0;0;59;22007.62;4384;423.11;SIM;3346617.51
09/01/2014;1;6;13;20;36;43;32694576.00;1;6872625.83;202;9475.83;10395;263.05;NÃƒO;0
11/01/2014;25;38;44;46;53;54;29856274.00;1;3219906.28;71;24619.00;5602;445.74;NÃƒO;0
15/01/2014;18;37;39;41;43;51;34421316.00;0;0;52;38754.07;5157;558.24;SIM;10056109.18
18/01/2014;5;6;11;32;36;60;43906268.00;1;14791263.61;133;19327.16;8797;417.43;NÃƒO;0
22/01/2014;2;15;30;38;48;53;25417944.00;0;0;59;25222.12;4463;476.33;SIM;2741246.19
25/01/2014;19;24;25;28;42;58;32116978.00;0;0;103;18255.37;7192;373.49;SIM;6204962.36
29/01/2014;5;15;18;31;42;53;35375222.00;0;0;81;25568.62;6718;440.4;SIM;21628185.40
01/02/2014;15;18;24;42;46;56;50851026.00;0;0;225;13231.54;11903;357.3;SIM;27112310.39
05/02/2014;3;29;32;46;55;60;61530392.00;0;0;176;20467.75;11857;434.02;SIM;33748171.78
08/02/2014;20;27;42;45;46;47;74221658.00;0;0;93;46724.09;11613;534.54;SIM;41752746.75
12/02/2014;7;16;21;35;36;38;90658778.00;0;0;230;23076.78;19015;398.75;SIM;51530013.98
15/02/2014;6;27;28;33;46;48;112259582.00;0;0;459;14318.71;29794;315.12;SIM;90042313.82
19/02/2014;1;4;5;14;45;56;199000534.00;1;111503902.49;709;16432.41;42590;390.78;NÃƒO;0
22/02/2014;13;15;21;26;30;46;31962026.00;0;0;88;21264.00;5886;454.16;SIM;3447005.08
26/02/2014;11;14;25;32;51;59;38505670.00;1;7599721.82;86;26213.16;6004;536.38;NÃƒO;0
01/03/2014;3;6;30;37;53;56;30707654.00;0;0;107;16801.81;6347;404.64;SIM;3311724.97
05/03/2014;25;34;40;49;51;60;18758424.00;0;0;23;47748.72;2180;719.67;SIM;26955151.45
08/03/2014;1;6;14;17;33;36;61173162.00;2;16776243.36;378;9474.63;20400;250.79;NÃƒO;0
12/03/2014;14;15;25;30;31;34;28876606.00;0;0;41;41234.00;4202;574.75;SIM;3114252.13
15/03/2014;1;4;13;17;38;48;39218778.00;1;7343875.35;125;18368.65;10807;303.51;NÃƒO;0
19/03/2014;2;9;17;18;45;47;28248848.00;0;0;130;12721.86;7907;298.8;SIM;3046550.39
22/03/2014;3;22;27;28;50;54;37223782.00;0;0;97;22466.84;7379;421.9;SIM;20262421.25
26/03/2014;2;43;47;48;49;55;50415508.00;0;0;103;28656.30;8235;512.03;SIM;25699576.97
29/03/2014;8;39;43;46;47;58;64188188.00;0;0;150;25052.84;10556;508.57;SIM;32622073.40
02/04/2014;8;19;21;30;52;56;77113964.00;0;0;179;25221.63;12440;518.45;SIM;40938574.57
05/04/2014;23;29;32;36;45;49;94071416.00;2;25541942.10;353;15601.86;21216;370.84;NÃƒO;0
09/04/2014;4;5;11;19;41;51;28925144.00;0;0;87;19464.78;7815;309.55;SIM;24453798.07
12/04/2014;7;20;34;40;44;55;57663666.00;0;0;89;37931.98;8050;599.1;SIM;30672645.09
16/04/2014;4;10;23;33;38;55;64477166.00;1;37626306.90;278;13578.58;16180;333.29;NÃƒO;0
19/04/2014;31;36;38;41;42;49;22560202.00;0;0;23;57425.97;2341;806;SIM;2433047.61
23/04/2014;4;9;17;18;21;38;26206082.00;1;5259292.04;136;11281.23;8689;252.24;NÃƒO;0
26/04/2014;6;7;8;23;43;53;29964214.00;0;0;71;24708.01;6341;395.22;SIM;16848508.95
30/04/2014;2;5;8;42;46;59;47317026.00;2;10975751.52;236;11738.12;12387;319.48;NÃƒO;0
03/05/2014;1;5;7;10;12;45;26213024.00;1;2826993.10;380;4038.56;16970;129.19;NÃƒO;0
07/05/2014;5;10;16;44;50;52;28151542.00;0;0;57;28914.82;5638;417.61;SIM;3036056.24
10/05/2014;29;31;36;42;47;53;36850340.00;0;0;121;17829.91;6776;454.84;SIM;7010250.78
14/05/2014;3;10;15;35;36;58;45177182.50;1;11882469.39;135;19591.99;8922;423.49;NÃƒO;0
17/05/2014;9;23;32;35;46;57;49128762.50;1;17751928.34;110;26147.87;8443;486.66;NÃƒO;0
21/05/2014;8;10;24;45;56;60;29281317.50;0;0;90;19047.65;5373;455.79;SIM;3157899.01
24/05/2014;8;12;22;35;40;44;37687595.00;1;7222388.90;69;31977.36;6039;521.94;NÃƒO;0
28/05/2014;13;20;27;31;53;60;27860697.50;0;0;64;25486.21;4652;500.89;SIM;3004689.56
31/05/2014;2;21;24;27;40;51;37083880.00;0;0;62;35017.62;5333;581.57;SIM;19276829.60
04/06/2014;9;19;21;30;31;42;51385750.00;0;0;87;34579.33;6694;642.02;SIM;24818622.91
07/06/2014;1;15;37;42;46;54;62873125.00;1;31599293.88;101;36444.91;9327;563.79;NÃƒO;0
11/06/2014;7;31;32;41;51;52;28443640.00;0;0;91;18299.40;2820;843.58;SIM;3067558.10
14/06/2014;5;6;17;43;54;59;34318150.00;0;0;79;25432.55;5998;478.53;SIM;6768663.83
18/06/2014;2;6;13;26;53;60;35454782.50;0;0;140;14826.54;8573;345.88;SIM;24995950.53
21/06/2014;1;4;9;35;36;53;46116617.50;0;0;173;15606.46;9626;400.68;SIM;29969484.28
25/06/2014;24;28;47;50;51;58;53147042.50;0;0;97;32077.50;6367;698.13;SIM;35701227.50
28/06/2014;6;13;17;36;42;51;64669627.50;2;21337822.84;261;14506.18;16822;321.52;NÃƒO;0
02/07/2014;4;18;31;44;46;49;28863410.00;0;0;103;16406.04;5801;416.14;SIM;3112828.98
05/07/2014;14;17;21;27;43;49;35231515.00;1;6912438.29;149;13843.25;7458;395.09;NÃƒO;0
09/07/2014;5;20;26;31;33;44;36732132.50;0;0;71;30288.72;5701;538.87;SIM;19419358.68
12/07/2014;28;31;40;42;46;58;53955980.00;0;0;185;17075.01;6475;696.93;SIM;25238343.30
16/07/2014;3;23;26;31;47;54;64104445.00;2;16075904.16;265;14162.36;13116;408.77;NÃƒO;0
19/07/2014;9;20;24;43;51;52;31533535.00;1;3400793.67;32;57692.04;3161;834.34;NÃƒO;0
23/07/2014;5;8;17;42;46;47;28901780.00;0;0;92;18392.04;7438;324.98;SIM;17707151.21
26/07/2014;13;23;27;34;38;57;49002217.50;0;0;136;21094.54;9539;429.64;SIM;22991887.94
30/07/2014;10;22;24;38;39;49;58301500.00;1;29279523.38;81;42139.35;6823;714.66;NÃƒO;0
02/08/2014;4;5;7;21;45;53;32853480.00;0;0;107;17975.91;7833;350.79;SIM;3543145.63
05/08/2014;33;43;49;50;56;59;21984847.50;0;0;28;45968.32;1825;1007.52;SIM;5914143.04
07/08/2014;2;27;32;41;47;58;35299480.00;0;0;76;27192.42;4576;645.17;SIM;23105539.15
09/08/2014;11;22;36;40;45;52;50855782.50;0;0;77;38667.21;6419;662.62;SIM;28590177.11
13/08/2014;3;5;14;35;43;52;66467267.50;0;0;158;24628.84;12451;446.47;SIM;35758465.17
16/08/2014;20;26;32;41;45;57;79577270.00;1;44340626.24;130;35837.60;9306;715.18;NÃƒO;0
20/08/2014;26;29;34;38;50;60;29613752.50;0;0;36;48159.74;2795;886.14;SIM;3193751.09
23/08/2014;4;20;24;35;47;59;38217960.00;0;0;92;24320.52;5701;560.67;SIM;25261484.27
27/08/2014;1;7;30;43;44;54;54407152.50;0;0;81;39324.58;6412;709.67;SIM;31129126.44
30/08/2014;4;29;44;47;48;60;64241047.50;0;0;140;26864.44;9659;556.25;SIM;38057323.60
03/09/2014;6;18;24;27;56;59;80793170.00;1;46770615.69;244;19385.55;16339;413.56;NÃƒO;0
06/09/2014;1;2;11;13;36;49;31510497.50;0;0;99;18634.31;7430;354.7;SIM;3398309.14
